objname,RAJ2000,DECJ2000,z_phot_DE,z_spec_DE,z_spec_SRC,r_mag_DE,g_mag_SRC,catalogue,catalogue_objname,catalogue_objid,duplicated,duplicated_objname,,,link to AGEL Measured Redshifts,link to Spectral Observations Tally,z_spec_SRC_Spectral_Observations_Tally,link to SDSS Spectra,z_spec from SDSS (deflector),Photometry Observations Tally,Proposal_ID (from Photometry Observations Tally),AGEL Measured Redshifts,Start date,End date,2d/1d spectra,Last Modified By,Last Modified
AGEL193558+580909A,293.9927,58.1525,,0.32,,18.92,,Huang+2021,DESI-293.9927+58.1525,0,,,,,AGEL193558+580909A,AGEL193558+580909A,3.55,,,AGEL193558+580909A,HUANG_15867_HST,,,,Screenshot from 2022-05-10 20-00-28.png (https://dl.airtable.com/.attachments/a14f64b2c1b5b0e1fe3c0679fb2804a4/dbfed53f/Screenshotfrom2022-05-1020-00-28.png),Tania Barone,4/2/2022 3:18pm
AGEL014905-165854A,27.2716,-16.9818,,0.692,,19.07,,Huang+2021,DESI-027.2716-16.9818,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:37pm
AGEL212326+015312A,320.8584,1.8867,,0.525,,18.78,,Huang+2021,DESI-320.8584+01.8867,0,CASSOWARY,CSWA157,,,AGEL212326+015312A,AGEL212326+015312A,1.18,AGEL212326+015312A,0.5912574,AGEL212326+015312A,GLAZEBROOK_16773_HST,,,,Screenshot from 2022-05-10 13-26-32.png (https://dl.airtable.com/.attachments/1b721e657aef5b6db12676e4d40db5fe/ce5c3011/Screenshotfrom2022-05-1013-26-32.png),Nandini Sahu,7/10/2022 11:37am
AGEL114424+174518A,176.0987,17.7551,,0.527,,19.28,,Huang+2021,DESI-176.0987+17.7551,0,,,,,,,,AGEL114424+174518A,0.5368642,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL155159+215604A,237.996,21.9344,,0.026,,17.35,,Canameras2020,PS1J1551+2156,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:26pm
AGEL074330+504811A,115.8731,50.8031,,0.615,,20.76,,Huang+2021,DESI-115.8731+50.8031,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:06pm
AGEL141105+231357A,212.771,23.2324,,0.287,,17.87,,Huang+2021,DESI-212.7710+23.2324,0,Canameras2020,PS1J1411+2313,,,,,,AGEL141105+231357A,0.3508251,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL034009-254539A,55.0363,-25.7609,,0.294,,18.82,,Huang+2021,DESI-055.0363-25.7609,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:53pm
AGEL212035-110730A,320.1446,-11.1251,,0.588,,20.67,,Huang+2021,DESI-320.1446-11.1251,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:31pm
AGEL022656-050739A,36.7325,-5.1276,,0.436,,19.87,,Huang+2020,DESI-036.7325-05.1276,0,,,,,,,,AGEL022656-050739A,0.4361438,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL132254+580954A,200.7252,58.1651,,0.223,,17.2,,Huang+2021,DESI-200.7252+58.1651,0,,,,,,,,AGEL132254+580954A,0.1899973,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL123809+150151A,189.5370208,15.03089886,,,,18.69,20.38,Jacobs+2019_DECaLS,DCLS1238+1501,3454526,Huang+2020,DESI-189.5370+15.0309,,,AGEL123809+150151A,AGEL123809+150151A,1.16,,,AGEL123809+150151A,HUANG_15867_HST,,,,"Screenshot from 2022-05-10 20-55-43.png (https://dl.airtable.com/.attachments/30be879f96d137a195378efe40a1f366/f743b0be/Screenshotfrom2022-05-1020-55-43.png),Screenshot from 2022-05-10 20-55-34.png (https://dl.airtable.com/.attachments/8c475ea3835a17dc515ac391c2ab7451/688f2e26/Screenshotfrom2022-05-1020-55-34.png)",Tania Barone,4/2/2022 3:18pm
AGEL165711+315053A,254.2942,31.848,,0.392,,19.68,,Huang+2021,DESI-254.2942+31.8480,0,Canameras2020,PS1J1657+3150,,,,,,AGEL165711+315053A,0.5149621,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL121219+273353A,183.0792,27.5646,,0.336,,20.57,,Huang+2021,DESI-183.0792+27.5646,0,,,,,,,,AGEL121219+273353A,0.3577121,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL220215+104130A,330.562,10.6918,,0.3,,17.99,,Huang+2021,DESI-330.5620+10.6918,0,,,,,,,,AGEL220215+104130A,0.3617393,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL222209+274536A,335.5357,27.7599,,0.47,,18.5,,Huang+2021,DESI-335.5357+27.7599,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:34pm
AGEL075502+273818A,118.758,27.6383,,0.408,,21.44,,Canameras2020,PS1J0755+2738,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:07pm
AGEL011301-034316A,18.2548,-3.721,,0.316,,18.34,,Huang+2020,DESI-018.2548-03.7210,0,,,,,,,,AGEL011301-034316A,0.315633,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL111658+144311A,169.2414,14.7197,,0.542,,19.95,,Huang+2021,DESI-169.2414+14.7197,0,,,,,,AGEL111658+144311A,"TBD
",AGEL111658+144311A,0.7807184,,,,,,,Tania Barone,6/6/2022 4:39pm
AGEL090919+351503A,137.329,35.2508,,0.483,,21,,Canameras2020,PS1J0909+3515,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:10pm
AGEL111827-033739A,169.6106,-3.6275,,0.395,,18.61,,Huang+2021,DESI-169.6106-03.6275,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:15pm
AGEL010520+014456A,16.33186269,1.74901554,,0.361,2.127,18.17,19.95,Jacobs+2019_DECaLS,DCLS0105+0144,1076359,"Huang+2020,CASSOWARY","DESI-016.3319+01.7490 , CSWA-165",,,,,,AGEL010520+014456A,0.3612829,,,,,,,Nandini Sahu,6/2/2023 3:39pm
AGEL235634+024132A,359.1421,2.6922,,0.746,,21.38,,Huang+2021,DESI-359.1421+02.6922,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:40pm
AGEL024113-005753A,40.3034,-0.9646,,0.242,,17.83,,Huang+2020,DESI-040.3034-00.9646,0,,,,,,,,AGEL024113-005753A,0.2418825,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL103231+462002A,158.1287,46.334,,0.639,,21.16,,Huang+2021,DESI-158.1287+46.3340,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:13pm
AGEL091403+163222A,138.5115,16.5394,,0.869,,20.31,,Huang+2021,DESI-138.5115+16.5394,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:10pm
AGEL164046+193257A,250.192,19.5492,,0.195,,18.46,,Canameras2020,PS1J1640+1932,0,,,,,,,,,,,,,,,,Keerthi Vasan G C,3/6/2022 7:25am
AGEL015133-083435A,27.8872,-8.5764,,0.574,,20.07,,Huang+2020,DESI-027.8872-08.5764,0,,,,,,,,AGEL015133-083435A,0.573553,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL020904+044832A,32.2667,4.8088,,0.5,,19.32,,Huang+2021,DESI-032.2667+04.8088,0,,,,,,,,AGEL020904+044832A,0.5377201,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL172336+341158A,260.9006,34.1995,,0.418,,18.17,,Huang+2021,DESI-260.9006+34.1995,0,,,,,,,,AGEL172336+341158A,0.4423489,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL152348+101618A,230.952,10.2717,,0.447,,20.78,,Huang+2021,DESI-230.9520+10.2717,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:25pm
AGEL025903-074810A,44.7621,-7.8029,,0.684,,20.4,,Huang+2021,DESI-044.7621-07.8029,0,,,,,,,,AGEL025903-074810A,0.6065238,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL005557-003858A,13.9873,-0.6495,,0.566,,19.61,,Huang+2020,DESI-013.9873-00.6495,0,,,,,,,,AGEL005557-003858A,0.5664314,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL011353+032948A,18.4701,3.4968,,0.552,,20.52,,Huang+2020,DESI-018.4701+03.4968,0,,,,,,,,AGEL011353+032948A,0.5516831,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL134328+214420A,205.8655,21.7388,,0.559,,19.62,,Huang+2021,DESI-205.8655+21.7388,0,,,,,,,,AGEL134328+214420A,0.5327355,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL141023+241857A,212.596,24.3158,,0.405,,20.62,,Canameras2020,PS1J1410+2418,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:22pm
AGEL115920+614738A,179.8326,61.7939,,0.339,,18.84,,Huang+2021,DESI-179.8326+61.7939,0,,,,,,,,AGEL115920+614738A,0.3974988,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL124224+312905A,190.5981,31.4848,,0.242,,17.95,,Huang+2021,DESI-190.5981+31.4848,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:19pm
AGEL091727+310925A,139.362,31.1569,,0.239,,19.5,,Canameras2020,PS1J0917+3109,0,,,,,,,,AGEL091727+310925A,0.2386126,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL035346-170639A,58.44268,-17.1109,0.6,,,21.21,21.75,Jacobs+2019_DES,DESJ0353-1706,386508843,"Jacobs+2019_DECaLS,Canameras2020","DCLS0353-1706,PS1J0353-1706",,,,"AGEL035346-170639A,AGEL035346-170639B","1.672, 1.46",,,AGEL035346-170639A,GLAZEBROOK_16773_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL204542-104034A,311.4249,-10.6762,,0.633,,16.37,,Huang+2021,DESI-311.4249-10.6762,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:30pm
AGEL104804+313850A,162.0174,31.6472,,0.583,,20.99,,Huang+2021,DESI-162.0174+31.6472,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:14pm
AGEL151853+091349A,229.7213,9.2304,,0.665,,21.64,,Huang+2021,DESI-229.7213+09.2304,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:25pm
AGEL104223+001521A,160.5973,0.2559,,0.56,,19.67,,Huang+2021,DESI-160.5973+00.2559,0,Li+2020_KiDS,J104223.359+001521.24,,,,,,AGEL104223+001521A,0.5484002,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL220825+171239A,332.104,17.2108,,0.468,,20.82,,Canameras2020,PS1J2208+1712,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:33pm
AGEL225957-024446A,344.9861,-2.7461,,0.405,,19.81,,Huang+2021,DESI-344.9861-02.7461,0,,,,,,,,AGEL225957-024446A,0.4460197,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL142241+424608A,215.671,42.7689,,0.605,,21.86,,Canameras2020,PS1J1422+4246,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:23pm
AGEL211209-014524A,318.0376,-1.7568,,0.224,,16.73,,Huang+2020,DESI-318.0376-01.7568,0,,,,,,,,AGEL211209-014524A,0.2241487,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL023322-055203A,38.3417,-5.8674,0.46,0.434,,,,Gavazzi2014_SL2S,023322-055202,0,,,,,,,,AGEL023322-055203A,0.434289,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL021117+002025A,32.8213,0.3402,,0.606,,20.64,,Huang+2021,DESI-032.8213+00.3402,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:41pm
AGEL143659+293651A,219.2455,29.6141,,0.504,,18.8,,Huang+2021,DESI-219.2455+29.6141,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:24pm
AGEL141407+165209A,213.529,16.8692,,0.624,,21.63,,Canameras2020,PS1J1414+1652,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:22pm
AGEL141440+192843A,213.6664,19.4787,,0.577,,17.34,,Huang+2020,DESI-213.6664+19.4787,0,,,,,,,,AGEL141440+192843A,0.5767841,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL101304+101134A,153.267,10.1928,,0.516,,21.44,,Canameras2020,PS1J1013+1011,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:12pm
AGEL190343+522506A,285.9297,52.4182,,0.326,,20.15,,Huang+2021,DESI-285.9297+52.4182,0,Canameras2020,PS1J1903+5225,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:29pm
AGEL005045+051143A,12.6879,5.1953,,0.394,,18.92,,Huang+2021,DESI-012.6879+05.1953,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:29pm
AGEL160657+180606A,241.7375,18.1017,,0.226,,18.27,,Huang+2021,DESI-241.7375+18.1017,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:27pm
AGEL092315+182943A,140.811,18.4954,,0.873,,19.6,,Huang+2020,DESI-140.8110+18.4954,0,,,,,AGEL092315+182943A,AGEL092315+182943A,2.417,AGEL092315+182943A,0.8732674,AGEL092315+182943A,HUANG_15867_HST,,,,"image.png (https://dl.airtable.com/.attachments/23cff2e9b64882b7ea9429179b2840f4/9bac4d35/image.png),Screenshot from 2022-04-28 15-05-40.png (https://dl.airtable.com/.attachments/9d7e6f9d34984e25caf24ae92eb96198/af451b89/Screenshotfrom2022-04-2815-05-40.png)",Tania Barone,4/2/2022 3:18pm
AGEL010014+015053A,15.0586,1.848,,0.405,,18.81,,Huang+2020,DESI-015.0586+01.8480,0,,,,,,,,AGEL010014+015053A,0.4045718,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL230305-511502A,345.76962,-51.2505,0.53,,,19.76,22.47,Jacobs+2019_DES,DESJ2303-5115,127551471,,,,,,AGEL230305-511502A,2.5689,,,AGEL230305-511502A,GLAZEBROOK_16773_HST,,,,"DESJ2303-5115_lens_zoomed_out.png (https://dl.airtable.com/.attachments/ba6e254883215d19e9e53fe83c32aabd/0c43ac57/DESJ2303-5115_lens_zoomed_out.png),DESJ2303-5115_lens_zoomed_in.png (https://dl.airtable.com/.attachments/1fe3dd2e115a45810c59e5e3a2ee07c4/043c941c/DESJ2303-5115_lens_zoomed_in.png),DESJ2303-5115_fig0.png (https://dl.airtable.com/.attachments/225e0db6dbffe57b467df42b460afb4f/dd39f8d3/DESJ2303-5115_fig0.png),OII_doublet_DESJ2303-5115_in_2dspec.png (https://dl.airtable.com/.attachments/73db190a040d157d7d9b8ccda0261fa9/988d746e/OII_doublet_DESJ2303-5115_in_2dspec.png)",Tania Barone,18/5/2022 11:27am
AGEL140839+253104A,212.1614436,25.51779418,,,,19.47,21.29,Jacobs+2019_DECaLS,DCLS1408+2531,19801125,,,,,AGEL140839+253104A,AGEL140839+253104A,1.289,AGEL140839+253104A,0.6632969,AGEL140839+253104A,GLAZEBROOK_16773_HST,,,,Screenshot from 2022-05-10 20-54-55.png (https://dl.airtable.com/.attachments/961983e2a4f538bc1cb784670a68b847/2b7cfd32/Screenshotfrom2022-05-1020-54-55.png),Tania Barone,26/4/2022 11:41am
AGEL105411+055226A,163.5448,5.8739,,0.443,,18.89,,Huang+2021,DESI-163.5448+05.8739,0,,,,,,,,AGEL105411+055226A,0.4592377,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL122831+094117A,187.1282,9.6881,,0.74,,20.14,,Huang+2021,DESI-187.1282+09.6881,0,,,,,,,,AGEL122831+094117A,0.7885804,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL141912+532612A,214.8006,53.4366,,0.153,,19.5,,Huang+2021,DESI-214.8006+53.4366,0,,,,,,,,AGEL141912+532612A,0.6380405,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL204312-060954A,310.802,-6.1649,,0.508,,20.43,,Huang+2021,DESI-310.8020-06.1649,0,,,,,AGEL204312-060954A,AGEL204312-060954A,1.89,,,AGEL204312-060954A,HUANG_15867_HST,,,,Screenshot from 2022-05-10 19-58-36.png (https://dl.airtable.com/.attachments/a120bcd6953ce90496b273f0432616fc/1a1405b9/Screenshotfrom2022-05-1019-58-36.png),Tania Barone,4/2/2022 3:18pm
AGEL104923+354441A,162.3475,35.7447,,0.26,,17.52,,Huang+2021,DESI-162.3475+35.7447,0,,,,,,,,AGEL104923+354441A,0.3224176,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL085917+061518A,134.8207,6.2549,,0.248,,20.43,,Huang+2021,DESI-134.8207+06.2549,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:09pm
AGEL000649-111305A,1.7036,-11.2181,,0.286,,19.15,,Huang+2021,DESI-001.7036-11.2181,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:25pm
AGEL233140-100048A,352.9172,-10.0133,,0.214,,18.13,,Huang+2021,DESI-352.9172-10.0133,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:39pm
AGEL010356+001907A,15.9831,0.3187,,0.621,,19.79,,Huang+2020,DESI-015.9831+00.3187,0,,,,,,,,AGEL010356+001907A,0.6204603,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL030924-301148A,47.3494,-30.1968,,0.243,,19.76,,Huang+2021,DESI-047.3494-30.1968,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:50pm
AGEL110035+231549A,165.1459,23.2635,,0.437,,17.93,,Huang+2021,DESI-165.1459+23.2635,0,,,,,,,,AGEL110035+231549A,0.3926178,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL104006+015902A,160.0232,1.9838,,0.375,,18.25,,Huang+2021,DESI-160.0232+01.9838,0,,,,,,,,AGEL104006+015902A,0.3905799,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL012225-083114A,20.6044,-8.5205,,0.533,,19.3,,Huang+2021,DESI-020.6044-08.5205,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:33pm
AGEL214915-001252A,327.3138,-0.21431,0.64,,,19.38,22.3,Jacobs+2019_DES,DESJ2149-0012,215694905,"Jacobs+2019_DECaLS,Diehl+2017","DCLS2149-0012,J2149-0012",,,AGEL214915-001252A,AGEL214915-001252A,1.943,AGEL214915-001252A,0.4525166,AGEL214915-001252A,GLAZEBROOK_16773_HST,,,,,Nandini Sahu,7/10/2022 11:46am
AGEL075821+122049A,119.5865,12.347,,0.579,,19.66,,Huang+2021,DESI-119.5865+12.3470,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:07pm
AGEL094838-023334A,147.158,-2.55944,,0.611,,21.43,,Canameras2020,PS1J0948-0233,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:11pm
AGEL022458-050152A,36.2421,-5.0312,0.41,0.361,,,,Gavazzi2014_SL2S,022458-050152,0,,,,,,,,AGEL022458-050152A,0.360572,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL104311+372136A,160.7978,37.3601,,0.562,,19.69,,Huang+2021,DESI-160.7978+37.3601,0,,,,,,,,AGEL104311+372136A,0.5728562,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL110106+202710A,165.2764,20.4527,,0.291,,20.05,,Huang+2021,DESI-165.2764+20.4527,0,,,,,,,,AGEL110106+202710A,0.5789448,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL022531-041233A,36.3795,-4.2093,,0.773,,21.32,,Huang+2020,DESI-036.3795-04.2093,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:44pm
AGEL010046+034320A,15.1912,3.7221,,0.398,,18.37,,Huang+2020,DESI-015.1912+03.7221,0,,,,,,,,AGEL010046+034320A,0.3978902,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL173015+340508A,262.562,34.0856,,0.422,,20.28,,Canameras2020,PS1J1730+3405,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:28pm
AGEL014350+160739A,25.9583,16.1275,0.39,0.415,1.499,20.87,,Canameras2020,PS1J0143+1607,0,CASSOWARY,CSWA-116,,,,,,,,,,,,,,Nandini Sahu,6/2/2023 3:39pm
AGEL072813+314048A,112.0551,31.6799,,0.675,,19.93,,Huang+2021,DESI-112.0551+31.6799,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:06pm
AGEL110245+121111A,165.6876,12.1864,1.02,,,21.46,,Huang+2020,DESI-165.6876+12.1864,0,,,,,,AGEL110245+121111A,1.907,,,AGEL110245+121111A,HUANG_15867_HST,,,,Screenshot from 2022-06-30 15-27-58.png (https://dl.airtable.com/.attachments/e5a46a5607e2f5bbc1e2894bb1e3c57b/f4e37caa/Screenshotfrom2022-06-3015-27-58.png),Tania Barone,4/2/2022 3:18pm
AGEL010455+000400A,16.2273,0.0668,,0.276,,18.07,,Huang+2020,DESI-016.2273+00.0668,0,,,,,,,,AGEL010455+000400A,0.275702,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL140123+555705A,210.3466,55.9515,0.64,0.527,,,,Gavazzi2014_SL2S,140123+555705,0,,,,,,,,AGEL140123+555705A,0.527373,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL154001+323633A,235.0039,32.6092,,0.299,,19.3,,Huang+2021,DESI-235.0039+32.6092,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:26pm
AGEL010606+003247A,16.523,0.5463,,0.594,,19.66,,Huang+2020,DESI-016.5230+00.5463,0,,,,,,,,AGEL010606+003247A,0.5940301,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL014156+304531A,25.4848,30.7585,,0.524,,20.01,,Huang+2021,DESI-025.4848+30.7585,0,,,,,,,,AGEL014156+304531A,0.5239772,AGEL014156+304531A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL131358+310257A,198.4925,31.0493,,0.321,,20.54,,Huang+2021,DESI-198.4925+31.0493,0,,,,,,,,AGEL131358+310257A,0.3643548,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL152560+084639A,231.4997837,8.77743936,,,,20.15,21.67,Jacobs+2019_DECaLS,DCLS1525+0846,22890428,Huang+2021,DESI-231.4998+08.7774,,,,AGEL152560+084639A,1.9502,AGEL152560+084639A,0.6021049,,,,,,"image1.png (https://dl.airtable.com/.attachments/f7159579b436bca3719b9bd780cbb0e3/206e38fa/image1.png),image.png (https://dl.airtable.com/.attachments/71292fdb21547543de35a41726830df0/b2ce3a90/image.png),image2.png (https://dl.airtable.com/.attachments/78e5740b56ebb581898a44d6b56eea1b/ac0243e7/image2.png)",Tania Barone,6/6/2022 4:39pm
AGEL022424+022601A,36.0992,2.4337,,0.483,,19.38,,Huang+2021,DESI-036.0992+02.4337,0,,,,,,,,AGEL022424+022601A,0.5488387,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL032650-004352A,51.7081,-0.7311,,0.174,,17.89,,Huang+2021,DESI-051.7081-00.7311,0,,,,,,,,AGEL032650-004352A,0.448091,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL145225+482816A,223.1039,48.4711,,0.444,,18.97,,Huang+2021,DESI-223.1039+48.4711,0,,,,,,,,AGEL145225+482816A,0.421669,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL045719-042545A,74.328,-4.4293,,0.733,,20.57,,Huang+2021,DESI-074.3280-04.4293,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:00pm
AGEL144640-000350A,221.667182,-0.06400178,,,,20.88,21.79,Jacobs+2019_DECaLS,DCLS1446-0003,21269853,,,,,,AGEL144640-000350A,"TBD
",,,AGEL144640-000350A,GLAZEBROOK_16773_HST,,,,,Tania Barone,6/6/2022 4:39pm
AGEL145250+580135A,223.2085,58.0265,,0.379,,18.75,,Huang+2021,DESI-223.2085+58.0265,0,,,,,,,,AGEL145250+580135A,0.3282681,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL061815+501821A,94.5639,50.3059,0.52,,,19.54,,Huang+2021,DESI-094.5639+50.3059,0,,,,,AGEL061815+501821A,AGEL061815+501821A,TBD,,,AGEL061815+501821A,HUANG_15867_HST,,,,Screenshot from 2022-05-10 19-45-32.png (https://dl.airtable.com/.attachments/38c60778bf8a86560afa6d24b2a5a712/a811bf25/Screenshotfrom2022-05-1019-45-32.png),Tania Barone,4/2/2022 3:18pm
AGEL204352+031320A,310.9666,3.2223,,0.305,,18.67,,Huang+2021,DESI-310.9666+03.2223,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:30pm
AGEL024315-000860A,40.8111,-0.1499,,0.717,,20.21,,Huang+2020,DESI-040.8111-00.1499,0,,,,,,,,AGEL024315-000860A,6.562089,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL091126+141757A,137.8568,14.2991,,0.546,,18.8,,Huang+2020,DESI-137.8568+14.2991,0,,,,,,AGEL091126+141757A,1.206,AGEL091126+141757A,0.5463559,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL075712+240910A,119.3016,24.1528,,0.516,,18.52,,Huang+2021,DESI-119.3016+24.1528,0,,,,,,,,AGEL075712+240910A,0.5517327,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL011249-025503A,18.2042,-2.9176,,0.362,,16.04,,Huang+2021,DESI-018.2042-02.9176,0,,,,,,,,AGEL011249-025503A,0.1888942,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL013541-184429A,23.9221,-18.7413,,0.528,,20.48,,Huang+2021,DESI-023.9221-18.7413,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:35pm
AGEL113631+214631A,174.1285,21.7754,,0.464,,20,,Huang+2021,DESI-174.1285+21.7754,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:16pm
AGEL012453-144303A,21.22109,-14.717383,0.46,0.477,,19.74,22.09,Jacobs+2019_DES,DESJ0124-1443,223066247,Jacobs+2019_DECaLS,DCLS0124-1443,,,AGEL012453-144303A,AGEL012453-144303A,TBD,,,,,,,,Screenshot from 2022-05-10 13-16-19.png (https://dl.airtable.com/.attachments/4458a68b0475ec8e4678b8b1a984d93b/343d6866/Screenshotfrom2022-05-1013-16-19.png),Tania Barone,13/1/2022 5:29pm
AGEL020830-182034A,32.1245,-18.3429,,0.561,,21,,Huang+2021,DESI-032.1245-18.3429,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:40pm
AGEL230327+232834A,345.8609,23.476,,0.325,,17.37,,Huang+2021,DESI-345.8609+23.4760,0,,,,,,,,AGEL230327+232834A,0.2766786,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL232660+202659A,351.7484,20.4496,,0.653,,20.83,,Huang+2021,DESI-351.7484+20.4496,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:38pm
AGEL220604+014049A,331.5168,1.6802,0.95,0.874,,,,Gavazzi2014_SL2S,220604+014048,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:33pm
AGEL072752+301204A,111.967,30.201,,0.153,,20.64,,Huang+2021,DESI-111.9670+30.2010,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:06pm
AGEL002527+101107A,6.3643,10.1853,,0.458,,18.58,,Huang+2021,DESI-006.3643+10.1853,0,,,,,AGEL002527+101107A,AGEL002527+101107A,2.397,AGEL002527+101107A,0.4633477,AGEL002527+101107A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL093908+003722A,144.7849,0.6228,,0.44,,20.68,,Huang+2021,DESI-144.7849+00.6228,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:11pm
AGEL155435+442029A,238.6455,44.3415,,0.574,,21.15,,Huang+2021,DESI-238.6455+44.3415,0,,,,,,,,AGEL155435+442029A,0.6180808,,,,,,,Tania Barone,25/1/2022 6:39pm
